r,x
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.778,0.640029
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.779,0.640158
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.78,0.640288
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.781,0.640417
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.782,0.640546
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.783,0.640676
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.784,0.640805
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.785,0.640934
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.786,0.641062
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.787,0.641191
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.788,0.64132
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.789,0.641449
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.79,0.641577
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.791,0.641705
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.792,0.641834
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.793,0.641962
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
2.794,0.64209
