x,y,z
2.11672,-1.21469,25.8074
2.08341,-1.20883,25.736
2.05049,-1.20291,25.6648
2.01795,-1.19692,25.5939
1.9858,-1.19086,25.5232
1.95404,-1.18475,25.4528
1.92265,-1.17859,25.3826
1.89164,-1.17238,25.3127
1.861,-1.16612,25.243
1.83072,-1.15983,25.1735
1.80082,-1.15349,25.1042
1.77128,-1.14713,25.0352
1.74209,-1.14073,24.9664
1.71326,-1.1343,24.8978
1.68479,-1.12785,24.8295
1.65666,-1.12138,24.7614
1.62888,-1.1149,24.6935
1.60144,-1.10839,24.6258
1.57434,-1.10188,24.5584
1.54758,-1.09536,24.4912
1.52115,-1.08884,24.4242
1.49505,-1.08231,24.3574
1.46928,-1.07578,24.2908
1.44383,-1.06926,24.2244
1.4187,-1.06273,24.1583
1.39388,-1.05622,24.0924
1.36938,-1.04972,24.0267
1.34519,-1.04323,23.9611
1.32131,-1.03675,23.8958
1.29773,-1.03029,23.8308
1.27445,-1.02385,23.7659
1.25146,-1.01743,23.7012
1.22877,-1.01103,23.6367
1.20638,-1.00466,23.5724
1.18427,-0.998316,23.5084
1.16244,-0.991998,23.4445
1.1409,-0.98571,23.3808
1.11963,-0.979455,23.3174
1.09864,-0.973232,23.2541
1.07792,-0.967045,23.191
1.05747,-0.960894,23.1281
1.03729,-0.954782,23.0654
1.01737,-0.948708,23.0029
0.997706,-0.942676,22.9406
0.978302,-0.936685,22.8785
0.959152,-0.930738,22.8166
0.940253,-0.924836,22.7548
0.921602,-0.918979,22.6933
0.903196,-0.913169,22.6319
0.885033,-0.907408,22.5707
0.867108,-0.901695,22.5098
0.84942,-0.896033,22.4489
0.831966,-0.890422,22.3883
0.814742,-0.884863,22.3279
0.797746,-0.879357,22.2676
0.780975,-0.873904,22.2075
0.764426,-0.868507,22.1476
0.748097,-0.863164,22.0879
0.731984,-0.857878,22.0284
0.716086,-0.852649,21.969
0.700398,-0.847478,21.9098
0.684919,-0.842365,21.8508
0.669647,-0.837311,21.7919
0.654577,-0.832316,21.7333
0.639708,-0.827382,21.6748
0.625037,-0.822508,21.6164
0.610562,-0.817696,21.5583
0.596279,-0.812945,21.5003
0.582187,-0.808256,21.4425
0.568282,-0.80363,21.3848
0.554563,-0.799068,21.3273
0.541027,-0.794568,21.27
0.527671,-0.790132,21.2129
0.514493,-0.785761,21.1559
0.50149,-0.781454,21.0991
0.488661,-0.777212,21.0424
0.476002,-0.773035,20.9859
0.463512,-0.768923,20.9296
0.451188,-0.764877,20.8734
0.439027,-0.760896,20.8174
0.427028,-0.756982,20.7616
0.415188,-0.753134,20.7059
0.403504,-0.749352,20.6503
0.391976,-0.745638,20.595
0.3806,-0.741989,20.5398
0.369374,-0.738408,20.4847
0.358296,-0.734894,20.4298
0.347364,-0.731446,20.3751
0.336576,-0.728066,20.3205
0.32593,-0.724753,20.266
0.315423,-0.721508,20.2118
0.305053,-0.71833,20.1576
0.29482,-0.715219,20.1037
0.284719,-0.712176,20.0498
0.27475,-0.7092,19.9962
0.264911,-0.706292,19.9427
0.255199,-0.703451,19.8893
0.245612,-0.700678,19.8361
0.236149,-0.697972,19.783
0.226808,-0.695334,19.7301
0.217587,-0.692763,19.6773
0.208483,-0.690259,19.6247
0.199496,-0.687823,19.5722
0.190623,-0.685454,19.5199
0.181862,-0.683152,19.4677
0.173212,-0.680917,19.4157
0.16467,-0.678749,19.3638
0.156236,-0.676648,19.312
0.147907,-0.674614,19.2604
0.139682,-0.672647,19.209
0.131559,-0.670746,19.1576
0.123536,-0.668912,19.1065
0.115611,-0.667144,19.0554
0.107784,-0.665443,19.0045
0.100052,-0.663808,18.9538
0.0924129,-0.662239,18.9032
0.0848664,-0.660736,18.8527
0.0774104,-0.659299,18.8024
0.0700433,-0.657928,18.7522
0.0627636,-0.656622,18.7021
0.0555697,-0.655382,18.6522
0.0484602,-0.654207,18.6024
0.0414335,-0.653098,18.5528
0.0344882,-0.652053,18.5033
0.0276228,-0.651074,18.4539
0.0208358,-0.650159,18.4047
0.0141259,-0.649309,18.3556
0.00749152,-0.648523,18.3067
0.000931374,-0.647802,18.2578
-0.00555596,-0.647145,18.2092
-0.0119719,-0.646553,18.1606
-0.0183177,-0.646024,18.1122
-0.0245947,-0.645559,18.0639
-0.0308044,-0.645158,18.0157
-0.0369479,-0.64482,17.9677
-0.0430266,-0.644546,17.9198
-0.0490418,-0.644335,17.8721
-0.0549947,-0.644187,17.8244
-0.0608867,-0.644103,17.7769
-0.0667188,-0.644081,17.7296
-0.0724925,-0.644122,17.6823
-0.0782088,-0.644226,17.6352
-0.0838689,-0.644393,17.5883
-0.0894742,-0.644621,17.5414
-0.0950256,-0.644913,17.4947
-0.100525,-0.645266,17.4481
-0.105972,-0.645681,17.4016
-0.111369,-0.646159,17.3553
-0.116717,-0.646698,17.3091
-0.122017,-0.647299,17.263
-0.12727,-0.647962,17.2171
-0.132476,-0.648686,17.1712
-0.137639,-0.649472,17.1255
-0.142757,-0.65032,17.0799
-0.147833,-0.651228,17.0345
-0.152867,-0.652198,16.9892
-0.15786,-0.653229,16.944
-0.162814,-0.654321,16.8989
-0.167729,-0.655474,16.8539
-0.172606,-0.656688,16.8091
-0.177447,-0.657963,16.7644
-0.182252,-0.659299,16.7198
-0.187022,-0.660695,16.6753
-0.191759,-0.662153,16.631
-0.196463,-0.663671,16.5868
-0.201135,-0.665249,16.5427
-0.205776,-0.666889,16.4987
-0.210388,-0.668588,16.4548
-0.21497,-0.670349,16.4111
-0.219523,-0.67217,16.3675
-0.22405,-0.674051,16.324
-0.22855,-0.675993,16.2806
-0.233024,-0.677996,16.2373
-0.237474,-0.680059,16.1942
-0.2419,-0.682182,16.1512
-0.246303,-0.684366,16.1082
-0.250683,-0.686611,16.0655
-0.255043,-0.688916,16.0228
-0.259381,-0.691282,15.9802
-0.2637,-0.693708,15.9378
-0.268,-0.696195,15.8955
-0.272282,-0.698743,15.8533
-0.276547,-0.701352,15.8112
-0.280795,-0.704021,15.7692
-0.285027,-0.706751,15.7274
-0.289244,-0.709543,15.6856
-0.293447,-0.712395,15.644
-0.297637,-0.715308,15.6025
-0.301814,-0.718283,15.5611
-0.305978,-0.721319,15.5198
-0.310132,-0.724416,15.4787
-0.314275,-0.727575,15.4376
-0.318408,-0.730796,15.3967
-0.322531,-0.734078,15.3559
-0.326647,-0.737422,15.3151
-0.330755,-0.740828,15.2745
-0.334855,-0.744296,15.2341
-0.33895,-0.747827,15.1937
-0.343039,-0.751419,15.1534
-0.347122,-0.755075,15.1133
-0.351202,-0.758793,15.0732
-0.355278,-0.762574,15.0333
-0.359351,-0.766418,14.9935
-0.363421,-0.770326,14.9538
-0.36749,-0.774297,14.9142
-0.371559,-0.778331,14.8747
-0.375626,-0.78243,14.8353
-0.379694,-0.786593,14.796
-0.383763,-0.790819,14.7569
-0.387834,-0.795111,14.7178
-0.391907,-0.799467,14.6789
-0.395982,-0.803888,14.6401
-0.400061,-0.808375,14.6013
-0.404144,-0.812926,14.5627
-0.408232,-0.817544,14.5242
-0.412325,-0.822228,14.4858
-0.416424,-0.826978,14.4475
-0.42053,-0.831794,14.4094
-0.424643,-0.836678,14.3713
-0.428763,-0.841629,14.3333
-0.432892,-0.846647,14.2955
-0.437029,-0.851733,14.2577
-0.441176,-0.856887,14.2201
-0.445333,-0.862109,14.1825
-0.449501,-0.8674,14.1451
-0.45368,-0.872761,14.1077
-0.457871,-0.878191,14.0705
-0.462074,-0.88369,14.0334
-0.46629,-0.88926,13.9964
-0.47052,-0.894901,13.9595
-0.474764,-0.900612,13.9227
-0.479022,-0.906395,13.886
-0.483296,-0.91225,13.8494
-0.487585,-0.918176,13.8129
-0.491891,-0.924176,13.7765
-0.496214,-0.930248,13.7402
-0.500555,-0.936393,13.704
-0.504913,-0.942613,13.668
-0.50929,-0.948907,13.632
-0.513686,-0.955275,13.5961
-0.518102,-0.961719,13.5604
-0.522538,-0.968239,13.5247
-0.526995,-0.974834,13.4891
-0.531474,-0.981507,13.4537
-0.535974,-0.988256,13.4183
-0.540497,-0.995083,13.3831
-0.545043,-1.00199,13.3479
-0.549612,-1.00897,13.3129
-0.554206,-1.01604,13.2779
-0.558824,-1.02318,13.2431
-0.563468,-1.0304,13.2083
-0.568137,-1.03771,13.1737
-0.572833,-1.04509,13.1392
-0.577555,-1.05256,13.1047
-0.582305,-1.06011,13.0704
-0.587083,-1.06774,13.0361
-0.59189,-1.07546,13.002
-0.596726,-1.08326,12.968
-0.601591,-1.09115,12.934
-0.606487,-1.09912,12.9002
-0.611413,-1.10718,12.8665
-0.616371,-1.11533,12.8328
-0.62136,-1.12356,12.7993
-0.626382,-1.13188,12.7659
-0.631437,-1.14029,12.7325
-0.636526,-1.14879,12.6993
-0.641648,-1.15738,12.6662
-0.646806,-1.16606,12.6331
-0.651998,-1.17484,12.6002
-0.657227,-1.1837,12.5674
-0.662491,-1.19266,12.5346
-0.667793,-1.20171,12.502
-0.673132,-1.21086,12.4695
-0.67851,-1.22011,12.437
-0.683926,-1.22945,12.4047
-0.689381,-1.23888,12.3724
-0.694876,-1.24842,12.3403
-0.700411,-1.25805,12.3083
-0.705988,-1.26778,12.2763
-0.711605,-1.27762,12.2445
-0.717266,-1.28755,12.2127
-0.722968,-1.29759,12.1811
-0.728715,-1.30772,12.1495
-0.734505,-1.31797,12.1181
-0.740339,-1.32831,12.0868
-0.746219,-1.33877,12.0555
-0.752145,-1.34933,12.0244
-0.758116,-1.35999,11.9933
-0.764135,-1.37077,11.9624
-0.770201,-1.38165,11.9315
-0.776316,-1.39265,11.9008
-0.782479,-1.40375,11.8701
-0.788692,-1.41497,11.8395
-0.794955,-1.4263,11.8091
-0.801268,-1.43775,11.7787
-0.807633,-1.4493,11.7485
-0.81405,-1.46098,11.7183
-0.820519,-1.47277,11.6883
-0.827042,-1.48469,11.6583
-0.833618,-1.49672,11.6284
-0.840249,-1.50887,11.5987
-0.846935,-1.52114,11.569
-0.853677,-1.53353,11.5394
-0.860476,-1.54605,11.51
-0.867332,-1.5587,11.4806
-0.874245,-1.57146,11.4514
-0.881217,-1.58436,11.4222
-0.888249,-1.59739,11.3931
-0.89534,-1.61054,11.3642
-0.902492,-1.62382,11.3353
-0.909705,-1.63724,11.3065
-0.916981,-1.65079,11.2779
-0.924319,-1.66447,11.2493
-0.93172,-1.67829,11.2209
-0.939186,-1.69224,11.1925
-0.946717,-1.70634,11.1642
-0.954313,-1.72057,11.1361
-0.961975,-1.73494,11.108
-0.969705,-1.74946,11.0801
-0.977503,-1.76412,11.0522
-0.985369,-1.77892,11.0245
-0.993304,-1.79387,10.9968
-1.00131,-1.80896,10.9693
-1.00939,-1.82421,10.9419
-1.01753,-1.8396,10.9145
-1.02576,-1.85515,10.8873
-1.03405,-1.87084,10.8602
-1.04242,-1.8867,10.8331
-1.05086,-1.9027,10.8062
-1.05938,-1.91887,10.7794
-1.06797,-1.93519,10.7527
-1.07665,-1.95168,10.7261
-1.0854,-1.96832,10.6996
-1.09423,-1.98513,10.6732
-1.10313,-2.00211,10.6469
-1.11212,-2.01925,10.6207
-1.1212,-2.03656,10.5946
-1.13035,-2.05404,10.5687
-1.13959,-2.07169,10.5428
-1.14891,-2.08951,10.517
-1.15831,-2.1075,10.4914
-1.1678,-2.12568,10.4659
-1.17738,-2.14403,10.4404
-1.18705,-2.16256,10.4151
-1.1968,-2.18127,10.3899
-1.20665,-2.20016,10.3648
-1.21658,-2.21924,10.3398
-1.22661,-2.23851,10.315
-1.23673,-2.25796,10.2902
-1.24694,-2.27761,10.2655
-1.25725,-2.29744,10.241
-1.26765,-2.31747,10.2166
-1.27815,-2.3377,10.1923
-1.28874,-2.35812,10.1681
-1.29944,-2.37875,10.144
-1.31023,-2.39957,10.1201
-1.32113,-2.4206,10.0962
-1.33212,-2.44183,10.0725
-1.34322,-2.46327,10.0489
-1.35442,-2.48492,10.0254
-1.36572,-2.50678,10.002
-1.37713,-2.52885,9.97878
-1.38865,-2.55114,9.95565
-1.40028,-2.57365,9.93265
-1.41201,-2.59637,9.90976
-1.42385,-2.61932,9.887
-1.43581,-2.64249,9.86437
-1.44787,-2.66589,9.84186
-1.46005,-2.68951,9.81947
-1.47235,-2.71337,9.79721
-1.48476,-2.73746,9.77508
-1.49729,-2.76178,9.75308
-1.50993,-2.78634,9.73121
-1.52269,-2.81113,9.70946
-1.53558,-2.83617,9.68785
-1.54859,-2.86146,9.66637
-1.56171,-2.88699,9.64503
-1.57497,-2.91277,9.62382
-1.58834,-2.9388,9.60274
-1.60185,-2.96508,9.5818
-1.61548,-2.99162,9.561
-1.62924,-3.01841,9.54034
-1.64313,-3.04547,9.51981
-1.65716,-3.07279,9.49943
-1.67131,-3.10037,9.47919
-1.6856,-3.12823,9.45909
-1.70003,-3.15635,9.43914
-1.71459,-3.18475,9.41934
-1.7293,-3.21342,9.39968
-1.74414,-3.24238,9.38017
-1.75912,-3.27161,9.36081
-1.77424,-3.30113,9.34161
-1.78951,-3.33093,9.32255
-1.80493,-3.36102,9.30365
-1.82049,-3.39141,9.28491
-1.8362,-3.42209,9.26632
-1.85206,-3.45306,9.2479
-1.86807,-3.48434,9.22963
-1.88423,-3.51592,9.21153
-1.90055,-3.54781,9.19359
-1.91702,-3.58,9.17581
-1.93365,-3.61251,9.15821
-1.95044,-3.64533,9.14077
-1.96739,-3.67847,9.12351
-1.9845,-3.71192,9.10641
-2.00177,-3.74571,9.0895
-2.01921,-3.77982,9.07276
-2.03682,-3.81425,9.05619
-2.05459,-3.84902,9.03981
-2.07254,-3.88413,9.02362
-2.09065,-3.91958,9.0076
-2.10894,-3.95536,8.99178
-2.1274,-3.99149,8.97614
-2.14605,-4.02797,8.9607
-2.16486,-4.06481,8.94544
-2.18386,-4.10199,8.93039
-2.20305,-4.13954,8.91553
-2.22241,-4.17744,8.90088
-2.24196,-4.21571,8.88643
-2.2617,-4.25434,8.87218
-2.28162,-4.29335,8.85814
-2.30174,-4.33273,8.84432
-2.32205,-4.37249,8.83071
-2.34256,-4.41263,8.81731
-2.36326,-4.45315,8.80413
-2.38416,-4.49407,8.79118
-2.40526,-4.53537,8.77845
-2.42656,-4.57707,8.76595
-2.44806,-4.61916,8.75368
-2.46977,-4.66166,8.74165
-2.49169,-4.70456,8.72985
-2.51382,-4.74787,8.71829
-2.53616,-4.79159,8.70698
-2.55871,-4.83573,8.69591
-2.58148,-4.88029,8.6851
-2.60447,-4.92527,8.67453
-2.62768,-4.97068,8.66423
-2.65111,-5.01652,8.65419
-2.67476,-5.06279,8.64441
-2.69865,-5.1095,8.6349
-2.72275,-5.15665,8.62566
-2.74709,-5.20424,8.6167
-2.77166,-5.25229,8.60802
-2.79647,-5.30078,8.59962
-2.82151,-5.34973,8.59151
-2.8468,-5.39914,8.5837
-2.87232,-5.44902,8.57618
-2.89809,-5.49936,8.56896
-2.9241,-5.55018,8.56204
-2.95036,-5.60146,8.55544
-2.97687,-5.65323,8.54915
-3.00363,-5.70548,8.54319
-3.03065,-5.75822,8.53754
-3.05793,-5.81144,8.53222
-3.08546,-5.86516,8.52724
-3.11326,-5.91938,8.5226
-3.14132,-5.9741,8.5183
-3.16965,-6.02932,8.51435
-3.19825,-6.08506,8.51076
-3.22711,-6.1413,8.50753
-3.25626,-6.19806,8.50466
-3.28567,-6.25535,8.50216
-3.31537,-6.31316,8.50004
-3.34535,-6.37149,8.4983
-3.37561,-6.43036,8.49696
-3.40616,-6.48977,8.49601
-3.43699,-6.54971,8.49545
-3.46812,-6.6102,8.49531
-3.49954,-6.67123,8.49558
-3.53126,-6.73282,8.49627
-3.56327,-6.79496,8.49739
-3.59559,-6.85765,8.49894
-3.62821,-6.92091,8.50094
-3.66114,-6.98474,8.50338
-3.69437,-7.04914,8.50628
-3.72792,-7.1141,8.50963
-3.76178,-7.17965,8.51346
-3.79596,-7.24577,8.51777
-3.83046,-7.31248,8.52256
-3.86528,-7.37978,8.52784
-3.90043,-7.44766,8.53363
-3.9359,-7.51614,8.53992
-3.9717,-7.58522,8.54673
-4.00784,-7.6549,8.55406
-4.04431,-7.72518,8.56193
-4.08112,-7.79606,8.57034
-4.11826,-7.86756,8.57931
-4.15576,-7.93968,8.58883
-4.1936,-8.0124,8.59892
-4.23179,-8.08575,8.60959
-4.27032,-8.15972,8.62085
-4.30922,-8.23432,8.63271
-4.34847,-8.30954,8.64517
-4.38808,-8.3854,8.65825
-4.42805,-8.46188,8.67196
-4.46839,-8.53901,8.6863
-4.5091,-8.61677,8.70129
-4.55017,-8.69517,8.71694
-4.59162,-8.77422,8.73326
-4.63345,-8.85391,8.75026
-4.67566,-8.93425,8.76795
-4.71824,-9.01524,8.78634
-4.76121,-9.09688,8.80545
-4.80457,-9.17917,8.82528
-4.84831,-9.26212,8.84585
-4.89245,-9.34572,8.86716
-4.93698,-9.42998,8.88924
-4.98191,-9.5149,8.91209
-5.02724,-9.60048,8.93573
-5.07298,-9.68672,8.96017
-5.11911,-9.77362,8.98541
-5.16566,-9.86118,9.01148
-5.21261,-9.94941,9.03839
-5.25998,-10.0383,9.06615
-5.30777,-10.1279,9.09478
-5.35597,-10.2181,9.12428
-5.40459,-10.309,9.15468
-5.45363,-10.4005,9.18598
-5.5031,-10.4927,9.2182
-5.553,-10.5856,9.25137
-5.60332,-10.6791,9.28548
-5.65408,-10.7733,9.32055
-5.70527,-10.8681,9.35661
-5.7569,-10.9636,9.39367
-5.80897,-11.0598,9.43173
-5.86147,-11.1566,9.47083
-5.91443,-11.254,9.51097
-5.96782,-11.3521,9.55216
-6.02166,-11.4509,9.59444
-6.07596,-11.5502,9.63781
-6.1307,-11.6503,9.68229
-6.18589,-11.7509,9.72789
-6.24154,-11.8522,9.77464
-6.29765,-11.9541,9.82255
-6.35422,-12.0566,9.87164
-6.41124,-12.1597,9.92192
-6.46872,-12.2635,9.97342
-6.52667,-12.3678,10.0262
-6.58508,-12.4728,10.0801
-6.64396,-12.5783,10.1354
-6.7033,-12.6844,10.1919
-6.76312,-12.7911,10.2498
-6.8234,-12.8984,10.309
-6.88414,-13.0062,10.3695
-6.94537,-13.1145,10.4314
-7.00706,-13.2234,10.4946
-7.06922,-13.3329,10.5593
-7.13186,-13.4428,10.6254
-7.19497,-13.5533,10.6929
-7.25855,-13.6643,10.7619
-7.32261,-13.7757,10.8324
-7.38714,-13.8877,10.9044
-7.45214,-14.0001,10.9779
-7.51762,-14.1129,11.053
-7.58358,-14.2262,11.1296
-7.65,-14.3399,11.2078
-7.7169,-14.4541,11.2876
-7.78427,-14.5686,11.3691
-7.85212,-14.6835,11.4522
-7.92043,-14.7987,11.5369
-7.98921,-14.9143,11.6234
-8.05846,-15.0302,11.7115
-8.12818,-15.1465,11.8014
-8.19836,-15.263,11.893
-8.26901,-15.3798,11.9865
-8.34012,-15.4968,12.0817
-8.41169,-15.6141,12.1787
-8.48371,-15.7315,12.2776
-8.55619,-15.8492,12.3783
-8.62912,-15.967,12.4809
-8.7025,-16.0849,12.5854
-8.77632,-16.203,12.6918
-8.85059,-16.3212,12.8002
-8.92529,-16.4394,12.9105
-9.00043,-16.5576,13.0228
-9.07601,-16.6758,13.1371
-9.152,-16.7941,13.2534
-9.22842,-16.9122,13.3718
-9.30526,-17.0303,13.4922
-9.38251,-17.1483,13.6147
-9.46017,-17.2661,13.7392
-9.53823,-17.3837,13.8659
-9.61669,-17.5012,13.9948
-9.69553,-17.6184,14.1258
-9.77476,-17.7353,14.2589
-9.85436,-17.8518,14.3943
-9.93434,-17.9681,14.5318
-10.0147,-18.0839,14.6715
-10.0954,-18.1993,14.8135
-10.1764,-18.3142,14.9577
-10.2578,-18.4286,15.1042
-10.3395,-18.5425,15.253
-10.4215,-18.6557,15.404
-10.5039,-18.7683,15.5574
-10.5865,-18.8803,15.713
-10.6694,-18.9915,15.871
-10.7527,-19.1019,16.0313
-10.8362,-19.2115,16.194
-10.9199,-19.3202,16.359
-11.0039,-19.428,16.5263
-11.0882,-19.5348,16.696
-11.1726,-19.6406,16.8681
-11.2573,-19.7454,17.0426
-11.3422,-19.849,17.2194
-11.4273,-19.9514,17.3986
-11.5125,-20.0526,17.5802
-11.5979,-20.1525,17.7642
-11.6834,-20.2511,17.9505
-11.7691,-20.3482,18.1393
-11.8549,-20.4439,18.3304
-11.9408,-20.5381,18.5238
-12.0268,-20.6307,18.7197
-12.1128,-20.7217,18.9179
-12.1989,-20.811,19.1184
-12.285,-20.8985,19.3213
-12.3712,-20.9843,19.5265
-12.4573,-21.0681,19.7341
-12.5434,-21.15,19.9439
-12.6295,-21.2299,20.156
-12.7155,-21.3077,20.3704
-12.8014,-21.3834,20.587
-12.8872,-21.457,20.8058
-12.9729,-21.5282,21.0269
-13.0585,-21.5971,21.2501
-13.1438,-21.6637,21.4754
-13.229,-21.7278,21.7029
-13.314,-21.7894,21.9325
-13.3988,-21.8484,22.1641
-13.4833,-21.9047,22.3977
-13.5675,-21.9583,22.6334
-13.6514,-22.0092,22.8709
-13.735,-22.0572,23.1104
-13.8182,-22.1023,23.3517
-13.901,-22.1444,23.5949
-13.9835,-22.1835,23.8398
-14.0655,-22.2195,24.0864
-14.147,-22.2523,24.3347
-14.2281,-22.2819,24.5846
-14.3086,-22.3082,24.8361
-14.3886,-22.3312,25.0891
-14.468,-22.3508,25.3435
-14.5469,-22.3668,25.5993
-14.6251,-22.3794,25.8564
-14.7026,-22.3884,26.1147
-14.7795,-22.3937,26.3742
-14.8556,-22.3953,26.6349
-14.931,-22.3932,26.8965
-15.0056,-22.3873,27.1592
-15.0794,-22.3775,27.4227
-15.1524,-22.3639,27.687
-15.2245,-22.3462,27.952
-15.2958,-22.3246,28.2177
-15.366,-22.299,28.4839
-15.4354,-22.2692,28.7506
-15.5037,-22.2354,29.0177
-15.571,-22.1974,29.285
-15.6373,-22.1552,29.5526
-15.7025,-22.1087,29.8202
-15.7665,-22.058,30.0879
-15.8294,-22.0031,30.3554
-15.8912,-21.9438,30.6227
-15.9517,-21.8802,30.8898
-16.011,-21.8122,31.1565
-16.069,-21.7398,31.4226
-16.1257,-21.6631,31.6881
-16.1811,-21.5819,31.953
-16.2351,-21.4964,32.217
-16.2877,-21.4064,32.4801
-16.3389,-21.3121,32.7421
-16.3886,-21.2133,33.003
-16.4369,-21.1101,33.2627
-16.4836,-21.0025,33.521
-16.5288,-20.8904,33.7778
-16.5724,-20.7741,34.033
-16.6144,-20.6533,34.2865
-16.6548,-20.5282,34.5382
-16.6935,-20.3988,34.788
-16.7306,-20.2651,35.0358
-16.7659,-20.1271,35.2814
-16.7996,-19.9849,35.5248
-16.8314,-19.8385,35.7658
-16.8615,-19.6879,36.0043
-16.8897,-19.5333,36.2402
-16.9162,-19.3746,36.4735
-16.9408,-19.2119,36.704
-16.9635,-19.0452,36.9316
-16.9843,-18.8746,37.1562
-17.0032,-18.7003,37.3777
-17.0202,-18.5221,37.596
-17.0352,-18.3403,37.811
-17.0482,-18.1548,38.0226
-17.0593,-17.9658,38.2307
-17.0684,-17.7733,38.4352
-17.0754,-17.5774,38.6361
-17.0804,-17.3782,38.8332
-17.0834,-17.1758,39.0265
-17.0843,-16.9702,39.2158
-17.0832,-16.7617,39.4012
-17.08,-16.5501,39.5824
-17.0747,-16.3357,39.7595
-17.0673,-16.1186,39.9324
-17.0578,-15.8988,40.1011
-17.0462,-15.6765,40.2653
-17.0325,-15.4518,40.4252
-17.0167,-15.2247,40.5806
-16.9988,-14.9954,40.7314
-16.9788,-14.764,40.8777
-16.9566,-14.5306,41.0194
-16.9324,-14.2953,41.1564
-16.906,-14.0582,41.2887
-16.8775,-13.8195,41.4162
-16.8469,-13.5792,41.539
-16.8142,-13.3376,41.657
-16.7795,-13.0946,41.7702
-16.7426,-12.8504,41.8785
-16.7037,-12.6052,41.982
-16.6627,-12.3591,42.0806
-16.6197,-12.1121,42.1743
-16.5746,-11.8644,42.2632
-16.5275,-11.6161,42.3471
-16.4784,-11.3674,42.4262
-16.4273,-11.1183,42.5004
-16.3742,-10.869,42.5697
-16.3191,-10.6196,42.6341
-16.2621,-10.3701,42.6937
-16.2032,-10.1208,42.7485
-16.1424,-9.8717,42.7985
-16.0797,-9.62295,42.8437
-16.0151,-9.37464,42.8842
-15.9487,-9.12689,42.92
-15.8805,-8.87981,42.9511
-15.8105,-8.6335,42.9776
-15.7387,-8.38806,42.9995
-15.6652,-8.1436,43.0168
-15.59,-7.90022,43.0297
-15.5131,-7.658,43.0381
-15.4346,-7.41706,43.0421
-15.3544,-7.17747,43.0418
-15.2726,-6.93934,43.0373
-15.1893,-6.70274,43.0285
-15.1044,-6.46776,43.0156
-15.018,-6.23449,42.9985
-14.9302,-6.00301,42.9775
-14.8409,-5.77339,42.9525
-14.7503,-5.54571,42.9237
-14.6582,-5.32003,42.891
-14.5648,-5.09644,42.8546
-14.4702,-4.87499,42.8146
-14.3742,-4.65574,42.7709
-14.277,-4.43877,42.7238
-14.1786,-4.22412,42.6732
-14.0791,-4.01184,42.6193
-13.9784,-3.80201,42.5622
-13.8767,-3.59465,42.5018
-13.7738,-3.38982,42.4384
-13.67,-3.18756,42.3719
-13.5652,-2.9879,42.3025
-13.4594,-2.7909,42.2302
-13.3527,-2.59658,42.1551
-13.2451,-2.40497,42.0774
-13.1367,-2.21611,41.997
-13.0275,-2.03002,41.9142
-12.9176,-1.84672,41.8288
-12.8069,-1.66624,41.7412
-12.6955,-1.48859,41.6512
-12.5834,-1.3138,41.559
-12.4707,-1.14187,41.4647
-12.3574,-0.97281,41.3684
-12.2436,-0.806638,41.2701
-12.1292,-0.643359,41.1699
-12.0143,-0.482975,41.0679
-11.899,-0.32549,40.9642
-11.7833,-0.170903,40.8589
-11.6672,-0.0192124,40.7519
-11.5507,0.129585,40.6435
-11.4339,0.275496,40.5336
-11.3168,0.418528,40.4223
-11.1994,0.55869,40.3098
-11.0818,0.695995,40.1961
-10.9641,0.830453,40.0812
-10.8461,0.962082,39.9652
-10.728,1.0909,39.8482
-10.6098,1.21691,39.7302
-10.4916,1.34015,39.6113
-10.3733,1.46063,39.4917
-10.2549,1.57838,39.3712
-10.1366,1.69341,39.25
-10.0183,1.80575,39.1282
-9.90005,1.91543,39.0057
-9.7819,2.02247,38.8828
-9.66385,2.12691,38.7593
-9.54594,2.22876,38.6354
-9.4282,2.32805,38.5111
-9.31063,2.42482,38.3864
-9.19328,2.5191,38.2615
-9.07616,2.61092,38.1363
-8.95929,2.70031,38.0109
-8.84269,2.7873,37.8854
-8.72639,2.87193,37.7597
-8.61041,2.95422,37.6339
-8.49476,3.03422,37.5081
-8.37947,3.11195,37.3823
-8.26456,3.18746,37.2566
-8.15004,3.26077,37.1309
-8.03593,3.33193,37.0053
-7.92225,3.40096,36.8798
-7.80902,3.46791,36.7545
-7.69625,3.53281,36.6295
-7.58396,3.59569,36.5046
-7.47216,3.65659,36.38
-7.36087,3.71555,36.2556
-7.25011,3.77261,36.1316
-7.13988,3.82779,36.0079
-7.03021,3.88114,35.8845
-6.92109,3.93268,35.7616
-6.81255,3.98247,35.639
-6.7046,4.03053,35.5168
-6.59725,4.0769,35.3951
-6.49051,4.12161,35.2738
-6.38439,4.1647,35.153
-6.2789,4.2062,35.0327
-6.17405,4.24615,34.9128
-6.06985,4.28458,34.7935
-5.9663,4.32153,34.6747
-5.86342,4.35704,34.5565
-5.76122,4.39112,34.4388
-5.6597,4.42383,34.3216
-5.55886,4.45518,34.2051
-5.45872,4.48522,34.0891
-5.35928,4.51397,33.9737
-5.26055,4.54147,33.8589
-5.16253,4.56775,33.7447
-5.06522,4.59284,33.6312
-4.96864,4.61677,33.5182
-4.87279,4.63957,33.4059
-4.77767,4.66128,33.2942
-4.68328,4.68191,33.1832
-4.58963,4.7015,33.0727
-4.49671,4.72008,32.963
