x,y,z
5.81687,7.3213,21.1221
5.83192,7.35399,21.1084
5.84714,7.38683,21.095
5.86253,7.41981,21.0819
5.87811,7.45295,21.0692
5.89386,7.48624,21.0568
5.90978,7.51967,21.0448
5.92588,7.55326,21.0331
5.94215,7.58699,21.0218
5.9586,7.62087,21.0108
5.97522,7.65489,21.0002
5.99202,7.68906,20.9899
6.00899,7.72338,20.98
6.02613,7.75784,20.9705
6.04345,7.79244,20.9613
6.06094,7.82719,20.9525
6.0786,7.86208,20.9441
6.09644,7.8971,20.936
6.11444,7.93227,20.9283
6.13262,7.96758,20.921
6.15097,8.00302,20.9141
6.16949,8.03861,20.9075
6.18818,8.07432,20.9014
6.20705,8.11018,20.8956
6.22608,8.14616,20.8902
6.24528,8.18228,20.8852
6.26465,8.21854,20.8806
6.28419,8.25492,20.8765
6.30389,8.29143,20.8727
6.32377,8.32807,20.8693
6.34381,8.36483,20.8663
6.36402,8.40172,20.8637
6.3844,8.43874,20.8615
6.40494,8.47587,20.8598
6.42565,8.51313,20.8584
6.44653,8.5505,20.8575
6.46757,8.588,20.857
6.48877,8.62561,20.8569
6.51014,8.66333,20.8573
6.53167,8.70117,20.8581
6.55337,8.73912,20.8593
6.57522,8.77717,20.8609
6.59724,8.81534,20.863
6.61942,8.85361,20.8655
6.64177,8.89198,20.8685
6.66427,8.93045,20.8719
6.68693,8.96903,20.8758
6.70975,9.0077,20.8801
6.73273,9.04646,20.8848
6.75587,9.08532,20.89
6.77916,9.12427,20.8957
6.80261,9.1633,20.9019
6.82622,9.20243,20.9085
6.84998,9.24163,20.9155
6.8739,9.28092,20.923
6.89797,9.32028,20.931
6.92219,9.35973,20.9395
6.94657,9.39924,20.9485
6.97109,9.43882,20.9579
6.99577,9.47848,20.9678
7.0206,9.51819,20.9782
7.04557,9.55797,20.9891
7.0707,9.59781,21.0005
7.09597,9.63771,21.0123
7.12139,9.67765,21.0247
7.14695,9.71765,21.0375
7.17266,9.75769,21.0509
7.19851,9.79778,21.0647
7.2245,9.8379,21.0791
7.25063,9.87806,21.094
7.27691,9.91826,21.1093
7.30332,9.95848,21.1252
7.32987,9.99873,21.1416
7.35656,10.039,21.1585
7.38339,10.0793,21.1759
7.41035,10.1196,21.1939
7.43744,10.1599,21.2124
7.46466,10.2002,21.2314
7.49202,10.2406,21.2509
7.5195,10.2809,21.2709
7.54712,10.3212,21.2915
7.57486,10.3615,21.3126
7.60273,10.4018,21.3343
7.63072,10.4421,21.3565
7.65883,10.4823,21.3792
7.68707,10.5226,21.4025
7.71542,10.5628,21.4263
7.74389,10.6029,21.4507
7.77248,10.643,21.4756
7.80119,10.6831,21.501
7.83001,10.7231,21.527
7.85894,10.7631,21.5536
7.88798,10.803,21.5807
7.91713,10.8428,21.6084
7.94639,10.8826,21.6366
7.97575,10.9222,21.6654
8.00521,10.9619,21.6947
8.03478,11.0014,21.7246
8.06445,11.0408,21.7551
8.09421,11.0801,21.7861
8.12407,11.1193,21.8177
8.15402,11.1584,21.8498
8.18407,11.1974,21.8825
8.2142,11.2363,21.9158
8.24442,11.275,21.9497
8.27473,11.3136,21.9841
8.30511,11.3521,22.0191
8.33558,11.3904,22.0547
8.36613,11.4286,22.0908
8.39676,11.4666,22.1275
8.42746,11.5044,22.1648
8.45823,11.5421,22.2026
8.48906,11.5796,22.241
8.51997,11.6169,22.28
8.55094,11.654,22.3196
8.58197,11.6909,22.3597
8.61306,11.7277,22.4004
8.64421,11.7642,22.4417
8.67541,11.8004,22.4836
8.70666,11.8365,22.526
8.73795,11.8723,22.569
8.7693,11.9079,22.6125
8.80068,11.9432,22.6567
8.83211,11.9783,22.7013
8.86357,12.0131,22.7466
8.89507,12.0477,22.7924
8.92659,12.082,22.8388
8.95815,12.116,22.8858
8.98973,12.1497,22.9333
9.02133,12.1831,22.9813
9.05294,12.2162,23.03
9.08457,12.2489,23.0791
9.11622,12.2814,23.1289
9.14787,12.3135,23.1791
9.17953,12.3453,23.23
9.21118,12.3767,23.2814
9.24284,12.4078,23.3333
9.27449,12.4386,23.3857
9.30613,12.4689,23.4387
9.33776,12.4989,23.4923
9.36937,12.5285,23.5463
9.40096,12.5577,23.6009
9.43253,12.5865,23.656
9.46407,12.6149,23.7117
9.49558,12.6428,23.7678
9.52705,12.6704,23.8245
9.55848,12.6975,23.8817
9.58987,12.7242,23.9394
9.62121,12.7504,23.9976
9.65251,12.7761,24.0562
9.68374,12.8014,24.1154
9.71492,12.8262,24.1751
9.74603,12.8506,24.2352
9.77708,12.8744,24.2958
9.80805,12.8978,24.3569
9.83895,12.9206,24.4185
9.86976,12.9429,24.4805
9.9005,12.9647,24.5429
9.93114,12.986,24.6058
9.96169,13.0067,24.6692
9.99214,13.0269,24.733
10.0225,13.0465,24.7972
10.0527,13.0655,24.8618
10.0829,13.084,24.9269
10.1129,13.1019,24.9923
10.1428,13.1192,25.0582
10.1725,13.1359,25.1244
10.2022,13.1521,25.191
10.2317,13.1676,25.258
10.261,13.1825,25.3254
10.2902,13.1967,25.3931
10.3193,13.2103,25.4612
10.3482,13.2233,25.5297
10.377,13.2357,25.5984
10.4055,13.2474,25.6675
10.434,13.2584,25.7369
10.4622,13.2687,25.8066
10.4903,13.2784,25.8766
10.5181,13.2874,25.9469
10.5458,13.2957,26.0175
10.5733,13.3033,26.0883
10.6006,13.3102,26.1594
10.6277,13.3164,26.2307
10.6546,13.3219,26.3023
10.6813,13.3267,26.3741
10.7077,13.3307,26.4461
10.734,13.334,26.5183
10.76,13.3366,26.5907
10.7857,13.3384,26.6633
10.8113,13.3395,26.7361
10.8366,13.3398,26.809
10.8616,13.3394,26.8821
10.8864,13.3382,26.9553
10.9109,13.3362,27.0286
10.9351,13.3335,27.102
10.9591,13.33,27.1756
10.9828,13.3257,27.2492
11.0063,13.3206,27.3229
11.0294,13.3148,27.3966
11.0523,13.3081,27.4704
11.0748,13.3006,27.5443
11.0971,13.2924,27.6181
11.119,13.2833,27.692
11.1407,13.2735,27.7658
11.162,13.2628,27.8397
11.183,13.2513,27.9135
11.2037,13.2391,27.9872
11.224,13.226,28.0609
11.2441,13.212,28.1345
11.2637,13.1973,28.2081
11.2831,13.1818,28.2815
11.3021,13.1654,28.3548
11.3207,13.1482,28.428
11.339,13.1303,28.501
11.3569,13.1114,28.5739
11.3744,13.0918,28.6466
11.3916,13.0714,28.7191
11.4084,13.0501,28.7915
11.4248,13.028,28.8636
11.4409,13.0051,28.9354
11.4565,12.9814,29.0071
11.4717,12.9569,29.0784
11.4866,12.9316,29.1495
11.501,12.9054,29.2203
11.5151,12.8785,29.2908
11.5287,12.8508,29.361
11.5419,12.8222,29.4309
11.5547,12.7929,29.5004
11.5671,12.7627,29.5695
11.5791,12.7318,29.6383
11.5906,12.7001,29.7067
11.6017,12.6676,29.7747
11.6124,12.6344,29.8423
11.6226,12.6004,29.9094
11.6324,12.5656,29.9761
11.6417,12.53,30.0423
11.6506,12.4937,30.1081
11.659,12.4567,30.1733
11.667,12.4189,30.2381
11.6745,12.3803,30.3024
11.6816,12.3411,30.3661
11.6882,12.3011,30.4293
11.6943,12.2604,30.4919
11.6999,12.219,30.554
11.7051,12.1769,30.6155
11.7099,12.1341,30.6764
11.7141,12.0906,30.7366
11.7179,12.0465,30.7963
11.7212,12.0017,30.8553
11.724,11.9562,30.9137
11.7263,11.9101,30.9715
11.7281,11.8633,31.0285
11.7295,11.8159,31.0849
11.7303,11.7679,31.1406
11.7307,11.7193,31.1956
11.7306,11.6701,31.2499
11.73,11.6203,31.3035
11.7289,11.57,31.3563
11.7273,11.519,31.4084
11.7252,11.4675,31.4597
11.7226,11.4155,31.5103
11.7196,11.3629,31.5601
11.716,11.3099,31.6091
11.7119,11.2563,31.6573
11.7074,11.2022,31.7047
11.7023,11.1476,31.7513
11.6968,11.0925,31.7971
11.6907,11.037,31.8421
11.6842,10.9811,31.8862
11.6772,10.9247,31.9295
11.6697,10.8679,31.9719
11.6616,10.8107,32.0135
11.6531,10.7531,32.0542
11.6441,10.6951,32.094
11.6346,10.6367,32.1329
11.6247,10.578,32.171
11.6142,10.5189,32.2082
11.6032,10.4595,32.2445
11.5918,10.3998,32.2798
11.5799,10.3398,32.3143
11.5675,10.2795,32.3479
11.5546,10.2189,32.3805
11.5412,10.1581,32.4122
11.5274,10.097,32.4431
11.5131,10.0357,32.4729
11.4983,9.97416,32.5019
11.4831,9.91242,32.5299
11.4674,9.85049,32.557
11.4512,9.78838,32.5831
11.4346,9.72611,32.6083
11.4175,9.66369,32.6326
11.4,9.60114,32.6559
11.382,9.53846,32.6783
11.3635,9.47567,32.6997
11.3447,9.41279,32.7202
11.3253,9.34983,32.7397
11.3056,9.2868,32.7583
11.2854,9.22372,32.7759
11.2648,9.1606,32.7926
11.2437,9.09745,32.8083
11.2223,9.03429,32.8231
11.2004,8.97113,32.837
11.1781,8.90798,32.8499
11.1554,8.84486,32.8619
11.1323,8.78178,32.8729
11.1088,8.71875,32.883
11.0849,8.65579,32.8922
11.0606,8.5929,32.9004
11.0359,8.53011,32.9077
11.0109,8.46741,32.9141
10.9854,8.40484,32.9196
10.9596,8.34239,32.9241
10.9335,8.28008,32.9278
10.9069,8.21792,32.9305
10.88,8.15593,32.9323
10.8528,8.09411,32.9332
10.8252,8.03248,32.9332
10.7973,7.97104,32.9324
10.769,7.90981,32.9306
10.7404,7.8488,32.928
10.7115,7.78803,32.9245
10.6823,7.72749,32.9201
10.6527,7.66721,32.9149
10.6229,7.60718,32.9088
10.5927,7.54743,32.9018
10.5623,7.48796,32.894
10.5315,7.42878,32.8854
10.5005,7.3699,32.8759
10.4692,7.31133,32.8657
10.4376,7.25308,32.8546
10.4058,7.19516,32.8427
10.3737,7.13757,32.8299
10.3413,7.08033,32.8164
10.3087,7.02344,32.8022
10.2758,6.96691,32.7871
10.2427,6.91075,32.7712
10.2094,6.85497,32.7546
10.1759,6.79957,32.7373
10.1421,6.74457,32.7192
10.1081,6.68996,32.7003
10.074,6.63576,32.6807
10.0396,6.58197,32.6604
10.005,6.5286,32.6394
9.97023,6.47565,32.6177
9.93529,6.42314,32.5953
9.90017,6.37106,32.5722
9.86487,6.31942,32.5484
9.82942,6.26824,32.5239
9.79381,6.2175,32.4988
9.75805,6.16722,32.4731
9.72214,6.11741,32.4466
9.68609,6.06806,32.4196
9.64991,6.01918,32.3919
9.6136,5.97078,32.3636
9.57717,5.92286,32.3347
9.54063,5.87542,32.3052
9.50398,5.82847,32.2751
9.46722,5.78201,32.2445
9.43037,5.73605,32.2132
9.39343,5.69058,32.1814
9.3564,5.64561,32.149
9.31929,5.60115,32.1161
9.28211,5.55718,32.0827
9.24486,5.51373,32.0487
9.20755,5.47079,32.0142
9.17018,5.42836,31.9792
9.13276,5.38644,31.9437
9.0953,5.34503,31.9077
9.0578,5.30415,31.8713
9.02026,5.26378,31.8343
8.9827,5.22393,31.7969
8.94511,5.1846,31.759
8.9075,5.14579,31.7207
8.86989,5.1075,31.682
8.83226,5.06973,31.6428
8.79464,5.03249,31.6032
8.75702,4.99577,31.5632
8.7194,4.95957,31.5227
8.68181,4.92389,31.4819
8.64423,4.88874,31.4407
8.60667,4.85411,31.3991
8.56915,4.82,31.3572
8.53165,4.78641,31.3149
8.4942,4.75334,31.2722
8.45679,4.7208,31.2292
8.41943,4.68877,31.1858
8.38213,4.65725,31.1422
8.34488,4.62626,31.0981
8.30769,4.59578,31.0538
8.27057,4.56581,31.0092
8.23352,4.53636,30.9643
8.19655,4.50742,30.919
8.15966,4.47898,30.8735
8.12286,4.45106,30.8278
8.08614,4.42364,30.7817
8.04951,4.39672,30.7354
8.01298,4.37031,30.6888
7.97656,4.34439,30.642
7.94024,4.31897,30.5949
7.90402,4.29405,30.5476
7.86792,4.26962,30.5001
7.83194,4.24568,30.4524
7.79608,4.22222,30.4044
7.76034,4.19926,30.3563
7.72473,4.17677,30.3079
7.68925,4.15477,30.2593
7.6539,4.13324,30.2106
7.6187,4.11219,30.1617
7.58363,4.09161,30.1126
7.54871,4.07149,30.0633
7.51394,4.05185,30.0139
7.47932,4.03266,29.9643
7.44485,4.01394,29.9145
7.41054,3.99567,29.8646
7.37639,3.97786,29.8146
7.34241,3.96049,29.7645
7.30859,3.94358,29.7142
7.27494,3.92711,29.6637
7.24146,3.91108,29.6132
7.20816,3.89548,29.5626
7.17503,3.88032,29.5118
7.14208,3.8656,29.461
7.10932,3.8513,29.41
7.07674,3.83742,29.359
7.04435,3.82397,29.3078
7.01214,3.81093,29.2566
6.98013,3.79831,29.2053
6.94831,3.7861,29.1539
6.91669,3.77429,29.1025
6.88527,3.76289,29.051
6.85404,3.75189,28.9994
6.82302,3.74129,28.9478
6.7922,3.73108,28.8962
6.76159,3.72126,28.8444
6.73119,3.71183,28.7927
6.70099,3.70278,28.7409
6.67101,3.69412,28.6891
6.64124,3.68583,28.6372
6.61169,3.67791,28.5853
6.58235,3.67036,28.5334
6.55323,3.66318,28.4815
6.52433,3.65636,28.4295
6.49565,3.6499,28.3776
6.46719,3.6438,28.3256
6.43896,3.63805,28.2736
6.41095,3.63265,28.2217
6.38317,3.6276,28.1697
6.35561,3.62289,28.1177
6.32828,3.61851,28.0658
6.30119,3.61448,28.0138
6.27432,3.61078,27.9619
6.24768,3.60741,27.91
6.22128,3.60436,27.8581
6.19511,3.60164,27.8062
6.16918,3.59924,27.7544
6.14348,3.59715,27.7026
6.11802,3.59538,27.6508
6.09279,3.59393,27.5991
6.0678,3.59277,27.5474
6.04305,3.59193,27.4957
6.01854,3.59138,27.4441
5.99427,3.59114,27.3925
5.97024,3.59119,27.341
5.94645,3.59153,27.2896
5.9229,3.59216,27.2381
5.89959,3.59308,27.1868
5.87652,3.59429,27.1355
5.8537,3.59577,27.0842
5.83112,3.59754,27.0331
5.80879,3.59958,26.982
5.78669,3.60189,26.9309
5.76485,3.60448,26.8799
5.74324,3.60733,26.829
5.72188,3.61045,26.7782
5.70077,3.61383,26.7275
5.6799,3.61747,26.6768
5.65928,3.62137,26.6262
5.6389,3.62552,26.5757
5.61876,3.62993,26.5253
5.59887,3.63458,26.4749
5.57923,3.63949,26.4247
5.55983,3.64464,26.3745
5.54068,3.65003,26.3244
5.52178,3.65566,26.2745
5.50311,3.66154,26.2246
5.4847,3.66765,26.1748
5.46653,3.67399,26.1251
5.4486,3.68056,26.0755
5.43092,3.68737,26.0261
5.41349,3.6944,25.9767
5.3963,3.70166,25.9274
5.37935,3.70914,25.8782
5.36265,3.71685,25.8292
5.34619,3.72477,25.7802
5.32998,3.73291,25.7314
5.314,3.74127,25.6827
5.29828,3.74985,25.6341
5.28279,3.75863,25.5856
5.26755,3.76763,25.5372
5.25255,3.77683,25.489
5.2378,3.78624,25.4408
5.22328,3.79586,25.3928
5.20901,3.80569,25.3449
5.19497,3.81571,25.2972
5.18118,3.82593,25.2495
5.16763,3.83636,25.202
5.15431,3.84698,25.1547
5.14124,3.8578,25.1074
5.12841,3.86881,25.0603
5.11581,3.88002,25.0133
5.10345,3.89142,24.9664
5.09133,3.90301,24.9197
5.07945,3.91479,24.8731
5.0678,3.92676,24.8267
5.05639,3.93891,24.7804
5.04522,3.95125,24.7342
5.03428,3.96378,24.6882
5.02357,3.97649,24.6423
5.0131,3.98938,24.5966
5.00286,4.00245,24.551
4.99286,4.0157,24.5056
4.98309,4.02914,24.4603
4.97355,4.04275,24.4151
4.96424,4.05653,24.3701
4.95516,4.0705,24.3253
4.94632,4.08463,24.2806
4.9377,4.09895,24.236
4.92931,4.11343,24.1916
4.92115,4.12809,24.1474
4.91322,4.14292,24.1033
4.90552,4.15793,24.0594
4.89805,4.1731,24.0156
4.8908,4.18844,23.972
4.88377,4.20395,23.9286
4.87697,4.21963,23.8853
4.8704,4.23548,23.8422
4.86405,4.2515,23.7992
4.85793,4.26768,23.7565
4.85202,4.28402,23.7138
4.84634,4.30054,23.6714
4.84089,4.31721,23.6291
4.83565,4.33406,23.587
4.83063,4.35106,23.5451
4.82584,4.36823,23.5033
4.82126,4.38556,23.4617
4.8169,4.40306,23.4203
4.81277,4.42071,23.379
4.80884,4.43853,23.338
4.80514,4.45651,23.2971
4.80166,4.47466,23.2564
4.79839,4.49296,23.2158
4.79533,4.51142,23.1755
4.79249,4.53005,23.1353
4.78987,4.54883,23.0953
4.78746,4.56777,23.0555
4.78526,4.58688,23.0159
4.78328,4.60614,22.9765
4.78151,4.62556,22.9372
4.77995,4.64515,22.8982
4.7786,4.66489,22.8593
4.77746,4.68479,22.8207
4.77653,4.70485,22.7822
4.77582,4.72506,22.7439
4.77531,4.74544,22.7058
4.77501,4.76598,22.6679
4.77492,4.78667,22.6303
4.77504,4.80752,22.5928
4.77536,4.82854,22.5555
4.77589,4.84971,22.5184
4.77663,4.87104,22.4815
4.77758,4.89253,22.4448
4.77873,4.91417,22.4083
4.78008,4.93598,22.3721
4.78164,4.95795,22.336
4.7834,4.98007,22.3001
4.78537,5.00236,22.2645
4.78754,5.0248,22.2291
4.78991,5.04741,22.1938
4.79249,5.07017,22.1588
4.79526,5.09309,22.124
4.79824,5.11618,22.0895
4.80142,5.13942,22.0551
4.8048,5.16282,22.021
4.80838,5.18639,21.9871
4.81216,5.21012,21.9534
4.81614,5.234,21.9199
4.82032,5.25805,21.8866
4.8247,5.28226,21.8536
4.82927,5.30663,21.8208
4.83405,5.33117,21.7883
4.83902,5.35586,21.7559
4.84419,5.38072,21.7238
4.84955,5.40575,21.692
4.85511,5.43093,21.6604
4.86087,5.45628,21.629
4.86683,5.48179,21.5978
4.87298,5.50747,21.5669
4.87932,5.53331,21.5362
4.88586,5.55932,21.5058
4.89259,5.58549,21.4756
4.89952,5.61182,21.4457
4.90665,5.63832,21.416
4.91396,5.66499,21.3865
4.92147,5.69182,21.3573
4.92918,5.71882,21.3284
4.93707,5.74599,21.2997
4.94516,5.77332,21.2713
4.95344,5.80083,21.2431
4.96192,5.8285,21.2152
4.97058,5.85633,21.1875
4.97944,5.88434,21.1601
4.98849,5.91251,21.133
4.99773,5.94086,21.1062
5.00716,5.96937,21.0796
5.01678,5.99805,21.0532
5.0266,6.0269,21.0272
5.0366,6.05593,21.0014
5.04679,6.08512,20.9759
5.05718,6.11448,20.9507
5.06775,6.14402,20.9257
5.07851,6.17372,20.9011
5.08946,6.2036,20.8767
5.10061,6.23365,20.8526
5.11194,6.26388,20.8288
5.12346,6.29427,20.8053
5.13516,6.32484,20.782
5.14706,6.35558,20.7591
5.15915,6.38649,20.7364
5.17142,6.41758,20.7141
5.18388,6.44884,20.692
5.19653,6.48028,20.6703
5.20937,6.51188,20.6488
5.22239,6.54367,20.6277
5.23561,6.57563,20.6069
5.24901,6.60776,20.5863
5.26259,6.64006,20.5661
5.27637,6.67255,20.5462
5.29033,6.7052,20.5266
5.30448,6.73803,20.5074
5.31881,6.77104,20.4884
5.33334,6.80422,20.4698
5.34805,6.83758,20.4515
5.36294,6.87111,20.4336
5.37802,6.90482,20.4159
5.39329,6.9387,20.3986
5.40874,6.97276,20.3816
5.42438,7.00699,20.365
5.44021,7.0414,20.3487
5.45622,7.07598,20.3327
5.47242,7.11074,20.3171
5.4888,7.14567,20.3019
5.50537,7.18078,20.2869
5.52213,7.21606,20.2724
5.53907,7.25152,20.2582
5.55619,7.28715,20.2443
5.5735,7.32296,20.2308
5.59099,7.35894,20.2177
5.60867,7.39509,20.2049
5.62654,7.43141,20.1925
5.64459,7.46791,20.1805
5.66282,7.50458,20.1688
5.68124,7.54142,20.1575
5.69984,7.57844,20.1466
5.71862,7.61562,20.1361
5.73759,7.65298,20.1259
5.75675,7.6905,20.1162
5.77609,7.7282,20.1068
5.79561,7.76606,20.0978
5.81531,7.80409,20.0892
5.8352,7.84229,20.0811
5.85527,7.88066,20.0733
5.87552,7.91919,20.0659
5.89596,7.95789,20.0589
5.91658,7.99675,20.0523
5.93738,8.03578,20.0462
5.95837,8.07496,20.0404
5.97953,8.11432,20.0351
6.00088,8.15383,20.0302
6.02241,8.1935,20.0257
6.04412,8.23333,20.0217
6.06601,8.27332,20.018
6.08809,8.31346,20.0148
6.11034,8.35377,20.0121
6.13277,8.39422,20.0098
6.15539,8.43483,20.0079
6.17818,8.47559,20.0064
6.20116,8.5165,20.0054
6.22431,8.55756,20.0049
6.24764,8.59876,20.0048
6.27115,8.64012,20.0052
6.29484,8.68161,20.006
6.31871,8.72325,20.0073
6.34276,8.76503,20.0091
6.36698,8.80695,20.0113
6.39138,8.84901,20.0141
6.41595,8.8912,20.0172
6.44071,8.93353,20.0209
6.46564,8.97598,20.0251
6.49074,9.01857,20.0297
6.51602,9.06128,20.0348
6.54147,9.10412,20.0404
6.5671,9.14709,20.0465
6.5929,9.19017,20.0532
6.61887,9.23337,20.0603
6.64501,9.27669,20.0679
6.67133,9.32013,20.076
6.69782,9.36367,20.0847
6.72448,9.40732,20.0938
6.75131,9.45108,20.1035
6.7783,9.49494,20.1137
6.80547,9.5389,20.1244
6.8328,9.58296,20.1357
6.86031,9.62711,20.1475
6.88797,9.67135,20.1598
6.91581,9.71569,20.1726
6.94381,9.7601,20.186
6.97197,9.8046,20.2
7.0003,9.84918,20.2145
7.02878,9.89383,20.2295
7.05743,9.93855,20.2451
7.08625,9.98334,20.2613
7.11522,10.0282,20.278
7.14435,10.0731,20.2952
7.17363,10.1181,20.3131
7.20308,10.1631,20.3315
7.23268,10.2082,20.3505
7.26243,10.2533,20.3701
7.29234,10.2985,20.3902
7.3224,10.3437,20.4109
7.35262,10.3889,20.4322
7.38298,10.4341,20.4541
7.41349,10.4794,20.4766
7.44415,10.5247,20.4997
7.47496,10.57,20.5234
7.50591,10.6153,20.5477
7.537,10.6607,20.5726
7.56824,10.706,20.5981
7.59961,10.7513,20.6242
7.63113,10.7966,20.6509
7.66279,10.8419,20.6782
7.69458,10.8871,20.7061
7.7265,10.9324,20.7347
7.75856,10.9776,20.7638
7.79075,11.0227,20.7936
7.82307,11.0679,20.8241
7.85552,11.1129,20.8551
7.88809,11.158,20.8868
7.92079,11.2029,20.9191
7.95361,11.2478,20.9521
7.98656,11.2926,20.9857
8.01962,11.3373,21.0199
8.05279,11.382,21.0548
8.08608,11.4265,21.0903
8.11949,11.471,21.1264
8.153,11.5153,21.1632
8.18663,11.5595,21.2007
8.22036,11.6036,21.2388
8.25419,11.6476,21.2775
8.28812,11.6914,21.3169
8.32216,11.7351,21.357
8.35628,11.7787,21.3977
8.39051,11.8221,21.4391
8.42482,11.8653,21.4811
8.45923,11.9084,21.5238
8.49372,11.9512,21.5671
8.5283,11.9939,21.6111
8.56295,12.0364,21.6558
8.59769,12.0787,21.7011
8.6325,12.1208,21.7471
8.66738,12.1626,21.7937
8.70233,12.2043,21.841
8.73735,12.2457,21.889
8.77244,12.2868,21.9376
8.80758,12.3277,21.9869
8.84278,12.3683,22.0368
8.87804,12.4087,22.0874
8.91334,12.4488,22.1387
8.9487,12.4886,22.1906
8.9841,12.5281,22.2432
9.01954,12.5673,22.2964
9.05501,12.6061,22.3503
9.09052,12.6447,22.4049
9.12607,12.6829,22.4601
9.16163,12.7208,22.5159
9.19723,12.7583,22.5724
9.23284,12.7955,22.6296
9.26846,12.8323,22.6874
9.3041,12.8687,22.7458
9.33975,12.9047,22.8049
9.3754,12.9403,22.8646
9.41105,12.9755,22.9249
9.44669,13.0103,22.9859
9.48233,13.0447,23.0475
9.51795,13.0786,23.1098
9.55356,13.112,23.1726
9.58914,13.145,23.2361
9.6247,13.1776,23.3002
9.66023,13.2096,23.3649
9.69572,13.2412,23.4302
9.73118,13.2723,23.4961
9.76659,13.3028,23.5626
9.80195,13.3329,23.6297
9.83726,13.3624,23.6973
9.87251,13.3913,23.7656
9.9077,13.4197,23.8344
9.94282,13.4476,23.9038
9.97787,13.4749,23.9738
10.0128,13.5016,24.0443
10.0477,13.5277,24.1154
10.0825,13.5532,24.187
10.1172,13.5781,24.2592
10.1518,13.6023,24.3318
10.1863,13.626,24.405
10.2207,13.649,24.4788
10.255,13.6713,24.553
10.2892,13.693,24.6277
10.3232,13.714,24.7029
10.3571,13.7343,24.7786
10.3909,13.754,24.8548
10.4245,13.7729,24.9314
10.458,13.7911,25.0085
10.4913,13.8086,25.0861
10.5245,13.8254,25.164
10.5575,13.8414,25.2424
10.5904,13.8566,25.3213
10.623,13.8712,25.4005
10.6555,13.8849,25.4801
10.6878,13.8979,25.5601
10.7199,13.91,25.6405
10.7518,13.9214,25.7212
10.7835,13.932,25.8023
10.815,13.9418,25.8837
10.8463,13.9507,25.9655
10.8773,13.9588,26.0476
10.9081,13.9661,26.1299
10.9387,13.9725,26.2126
10.969,13.9781,26.2955
10.9991,13.9828,26.3787
11.029,13.9867,26.4622
11.0585,13.9897,26.5459
11.0879,13.9918,26.6298
11.1169,13.993,26.7139
11.1457,13.9933,26.7983
11.1741,13.9927,26.8828
11.2023,13.9912,26.9674
11.2302,13.9887,27.0523
11.2578,13.9854,27.1372
11.2851,13.9811,27.2223
11.312,13.9759,27.3075
11.3387,13.9698,27.3927
11.365,13.9627,27.4781
11.391,13.9547,27.5635
11.4166,13.9457,27.649
11.4419,13.9357,27.7344
11.4668,13.9248,27.8199
11.4914,13.913,27.9054
11.5156,13.9001,27.9909
11.5395,13.8864,28.0763
11.5629,13.8716,28.1617
11.586,13.8558,28.247
11.6087,13.8391,28.3322
11.631,13.8214,28.4173
11.6529,13.8028,28.5023
11.6744,13.7831,28.5871
11.6955,13.7625,28.6718
11.7162,13.7408,28.7563
11.7364,13.7182,28.8406
11.7562,13.6947,28.9247
11.7756,13.6701,29.0086
11.7946,13.6445,29.0922
11.8131,13.618,29.1755
11.8311,13.5905,29.2586
11.8487,13.562,29.3414
11.8658,13.5326,29.4238
11.8825,13.5022,29.5059
11.8987,13.4708,29.5877
11.9144,13.4384,29.6691
11.9297,13.4051,29.7501
11.9444,13.3708,29.8306
11.9587,13.3356,29.9108
11.9725,13.2994,29.9905
11.9857,13.2622,30.0698
11.9985,13.2242,30.1485
12.0107,13.1852,30.2268
12.0225,13.1452,30.3046
12.0337,13.1044,30.3818
12.0444,13.0626,30.4585
12.0546,13.0199,30.5346
12.0643,12.9764,30.6101
12.0734,12.9319,30.685
12.082,12.8866,30.7593
12.09,12.8403,30.833
12.0975,12.7932,30.906
12.1045,12.7453,30.9784
12.1109,12.6965,31.05
12.1167,12.6469,31.121
12.122,12.5964,31.1913
12.1268,12.5451,31.2608
12.131,12.493,31.3295
12.1346,12.4401,31.3975
12.1376,12.3865,31.4648
12.1401,12.332,31.5312
12.142,12.2768,31.5968
12.1434,12.2209,31.6617
12.1442,12.1642,31.7256
12.1444,12.1068,31.7887
12.144,12.0487,31.851
12.143,11.9898,31.9124
12.1415,11.9304,31.9729
12.1394,11.8702,32.0325
12.1367,11.8094,32.0911
12.1334,11.7479,32.1489
12.1296,11.6858,32.2057
12.1251,11.6231,32.2616
12.1201,11.5598,32.3165
12.1145,11.4959,32.3704
12.1083,11.4315,32.4233
12.1016,11.3665,32.4753
12.0942,11.301,32.5263
12.0863,11.2349,32.5762
12.0778,11.1684,32.6251
12.0687,11.1014,32.673
12.059,11.0339,32.7199
12.0487,10.9659,32.7657
12.0379,10.8975,32.8104
12.0265,10.8287,32.8541
12.0145,10.7595,32.8967
12.002,10.6899,32.9383
11.9889,10.62,32.9787
11.9752,10.5497,33.0181
11.9609,10.479,33.0564
11.9461,10.4081,33.0936
11.9307,10.3368,33.1297
11.9148,10.2653,33.1646
11.8983,10.1935,33.1985
11.8812,10.1214,33.2313
11.8636,10.0491,33.2629
11.8455,9.97666,33.2934
11.8268,9.90398,33.3228
11.8076,9.83112,33.3511
11.7878,9.75811,33.3782
11.7675,9.68495,33.4043
11.7467,9.61167,33.4292
11.7253,9.53829,33.4529
11.7035,9.46481,33.4755
